author;first_author_surname;institution;inst_adress;country;title;year;journal;volume;number;first_page;last_page;abstract;keywords;doi;n_authors;n_pages;n_refs
"André Piovesan de Farias; Daniel Deheinzelin; Riad N. Younes; Rubens Chojniak";Farias;",Cancer Hospital  &#39A. C. Camargo&#39 Departments of Radiology ; ,Cancer Hospital  &#39A. C. Camargo&#39  ";" ;  ";;Computed tomography-guided biopsy of mediastinal lesions: fine versus cutting needles;2003;Revista do Hospital das Clínicas;58;2;69;74;PURPOSE: To report the experience of a radiology department in the use of computed tomography guided biopsies of mediastinal lesions with fine and cutting needles, describing the differences between them. The results of adequacy of the sample and histologic diagnoses are presented according to the type of needle used. METHODS: We present a retrospective study of mediastinal biopsies guided by computed tomography performed from January 1993 to December 1999. Eighty-six patients underwent mediastinal biopsy in this period, 37 with cutting needles, 38 with fine needles, and 11 with both types (total of 97 biopsies). RESULTS: In most cases, it was possible to obtain an adequate sample (82.5%) and specific diagnosis (67.0%). Cutting-needle biopsy produced a higher percentage of adequate samples (89.6% versus 75.5%, P = 0.068) and of specific diagnosis (81.3% versus 53.1%, P = 0.003) than fine-needle biopsy. There were no complications that required intervention in either group. CONCLUSION: Because they are practical, safe, and can provide accurate diagnoses, image-guided biopsies should be considered the procedure of choice in the initial exploration of patients with mediastinal masses. In our experience, cutting needles gave higher quality samples and diagnostic rates. We recommend the use of cutting needles as the preferred procedure.;"Mediastinal masses; Tomography, computed axial; Needle biopsy; Massa mediastinal; Biópsia por agulha; Tomografia computadorizada";10.1590/S0041-87812003000200003;4;5;17
"Fabio Firmbach Pasqualotto; Eleonora Bedin Pasqualotto; Ashok Agarwal; Anthony Joseph Thomas Jr.";Pasqualotto;,Urological Institute Center for Advanced Research in Human Reproduction and Infertility ;Cleveland ;EUA;Detection of testicular cancer in men presenting with infertility;2003;Revista do Hospital das Clínicas;58;2;75;80;PURPOSE: Infertility is one of the less common presenting features associated with testicular tumors. We evaluated the histologic and biochemical findings, and pregnancy outcome in patients presenting with infertility who were found to have testicular tumors. METHODS: Seven patients with infertility were found to have testicular cancer over a 15-year period. All patients had a testicular ultrasound evaluation. The indications for the ultrasound were testicular pain in 2 patients, suspicious palpable mass in 4, and to rule out the presence of germ cell neoplasia in a patient with carcinoma in situ detected on a previous biopsy. Physical exam, histological findings, hormonal levels, tumor markers, and pregnancy outcome results were recorded from the patients medical charts. RESULTS: Two men had elevated serum follicle stimulant hormone and luteinizing hormone levels, 1 of them had an abnormally low serum testosterone level. Tumor markers were normal in all patients. In 4 patients the tumor was on the right side and in 3 on the left. The histological diagnoses were seminoma (n = 5), Leydig cell tumor (n = 1), and carcinoma in situ (n = 1). Of the 7 patients, 5 underwent adjuvant radiation therapy. Two patients had sperm cryopreserved. Follow up on fertility status was available in 6 cases. One patient has established a pregnancy and 5 did not achieve a pregnancy after treatment for their cancer. CONCLUSIONS: Most of the men who have testicular cancer and male infertility have a seminona. Therefore, men who present with infertility should be thoroughly investigated to rule out such serious, concomitant diseases along with their infertility.;"Fertility evaluation; Male infertility; Testis cancer; Testicular neoplasia; Avaliação da fertilidade; Infertilidade masculina; Câncer de testículo; Neoplasia de testículo";10.1590/S0041-87812003000200004;4;5;25
"Alexander Roberto Precioso; Gilberto R. Pereira; Flávio Adolfo Costa Vaz";Precioso;",University of Sao Paulo Faculty of Medicine Hospital das Clinicas; ,Children's Hospital of Philadelphia Division of Neonatology ";" ; PA ";EUA;Gastric myoelectrical activity in neonates of different gestational ages by means of electrogastrography;2003;Revista do Hospital das Clínicas;58;2;81;90;"PURPOSE: to describe the patterns of the gastric myoelectrical activity, pre-and postprandially, in clinically stable neonates of different gestational ages, during their first two weeks of life by means of Electrogastrography. PATIENTS AND METHODS: Electrogastrography was recorded in forty-five clinically stable neonates of different gestational ages (group I: 15 neonates of > 37 weeks, group II: 15 premature neonates of 32-37 weeks; Group III: 15 premature neonates of 28-31 weeks) receiving intermittent enteral feedings during their first two weeks of life. Electrogastrography recordings were performed for 1 hour pre-and postprandially. The Electrogastrography signal was recorded using the portable MicroDigitrapper Electrogastrography recording device and after motion artifacts were deleted, the remaining Electrogastrography data were submitted to quantitative analysis based on the ""Running Spectrum Analysis"". RESULTS: The percentages of normogastria, pre-and postprandially were greater than the percentages of gastric dysrythmias in all three studied groups. Furthermore, all neonates had the mean values of the Electrogastrography dominant frequency predominantly within the normogastria range, in both periods analyzed. There were no significant differences in the relative change of the Electrogastrography dominant power among the groups. CONCLUSION: This study demonstrates that the Electrogastrography patterns are similar between premature and full term neonates during the pre-and postprandial periods. The results of this study also indicate that the gastric myoelectrical activity in premature and full term neonates is immature, as compared to that described for older neonates, children and adults.";"Electrogastrography; Gastric myoelectrical activity; Neonates; Different gestational ages; Pre-and postprandial periods; Eletrogastrografia; Atividade mioelétrica gástrica; Recém-nascidos; Diferentes idades gestacionais; Períodos pré e pós-prandial";10.1590/S0041-87812003000200005;3;9;79
"Agnaldo Anelli; Daniel L. Gimenez; Aline Porto Rocha; Cíntia Mendonça de Abreu; Helano Carioca Freitas";Anelli;",Câncer Hospital Department of Clinical Oncology ; ,Hospital, Santo André Department of Clinical Oncology ";" ; Santo André SP";Brasil;Hormone replacement therapy and the risk of breast cancer: assessment of therapy acceptance in a cohort of previously treated breast cancer patients;2003;Revista do Hospital das Clínicas;58;2;91;96;"INTRODUCTION: In the postmenopausal period, an average of 25% of women will present symptomatic ovarian failure requiring hormonal replacement therapy. Estrogen can relieve vasomotor symptoms. Hormonal replacement therapy is generally not recommended for breast cancer patients due to the potential risk of tumor recurrence. To answer the questions about the safety of hormonal replacement therapy in this subgroup of women, it is necessary to establish the acceptance of treatment. METHODS: Between September 1998 and February 2001, a cohort of 216 breast cancer patients were asked to complete a questionnaire. All patients had completed their treatment and were informed about survival rates after breast cancer and hormonal replacement therapy. RESULTS: Among the 216 patients, 134 (62%) would refuse hormonal replacement therapy. A hundred patients were afraid of relapse (74.6%). Adjuvant tamoxifen therapy was the only statistically significant variable (70.3% versus 29.7% p=0.003). Understanding clinical stage (p= 0.045) and type of medical assistance (private versus public , p=0.033) also seemed to influence the decision. Early stage disease (p= 0.22), type of surgical procedure (radical versus conservative, p=0.67), adjuvant chemotherapy (p=0.082) or marital status (p=0.98 ) were not statistically significant in decision making. Several patients submitted to adjuvant chemotherapy (41.6%) would accept hormonal replacement therapy under medical supervision, as did most of advanced clinical stage patients (58.3%; p=0.022). CONCLUSION: There is a high level of rejection for hormonal replacement therapy among breast cancer patients when current data on tumor cure rates, and potential risks of estrogen use is available. Adverse effects of tamoxifen in the adjuvant setting may be the reason for refusal of hormonal replacement therapy .";"Breast cancer; Hormone replacement; Tamoxifen; Câncer; Mama; Reposição hormonal; Tamoxifeno";10.1590/S0041-87812003000200006;5;5;29
"Aldo Junqueira Rodrigues Jr.; Hwan Yoo Jin; Edivaldo Massazo Utiyama; Consuelo Junqueira Rodrigues";Rodrigues Jr.;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;The Stoppa procedure in inguinal hernia repair: to drain or not to drain;2003;Revista do Hospital das Clínicas;58;2;97;102;OBJECTIVE: The objective of this study is to evaluate the benefits of drainage in the Stoppa procedure for inguinal repair. PATIENTS AND METHODS: The use of a suction drain was randomized at the end of the surgical intervention in 26 male patients undergoing inguinal hernia repair, divided into 2 groups: Group A, 12 patients undergoing drainage, and group B, 14 patients not undergoing drainage. On the second postoperative day, all patients underwent abdominal pelvic computed tomography scan examination to detect the presence of abdominal fluid collection. RESULTS: In group A, no patient developed fluid collection in the preperitoneal space, and 1 patient presented with an abscess in the preperitoneal space on the 15th postoperative day. In group B, 12 patients presented with fluid collections in the preperitoneal space on computed tomography scan evaluation. However, only 3 patients presented minor complications. None of the patients developed a major complication. CONCLUSION: The use of suction drainage with the Stoppa procedure does not provide any benefit.;"Hernia; Inguinal Hernia; Prosthesis; Mesh; Drainage; Hérnia; Hérnia Inguinal; Prótese; Tela; Drenagem";10.1590/S0041-87812003000200007;4;5;22
"Edison Daniel Schneider-Monteiro; Antonio Marmo Lucon; André Avarese de Figueiredo; Aldo Junqueira Rodrigues Junior; Sami Arap";Schneider-Monteiro;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Bilateral giant renal angiomyolipoma associated with hepatic lipoma in a patient with tuberous sclerosis;2003;Revista do Hospital das Clínicas;58;2;103;108;OBJECTIVE: To report a case of bilateral giant renal angiomyolipoma associated with tuberous sclerosis, with successful treatment, and to review the literature concerning angiomyolipoma treatment. CASE REPORT: Patient with tuberous sclerosis and angiomyolipoma diagnosed by ultrasonography during her pregnancy. At that time, the angiomyolipoma on the right side was 9 cm in diameter. Conservative management was selected during her pregnancy. The patient returned 7 years later, with a 24.7 x 19.2 x 10.7 cm tumor on the right side and another of 13 x 11.5 x 6.5 cm on the left side, in addition to multiple small angiomyolipomas. A nephron-sparing surgery with tumoral enucleation was performed on the right side, and after 3 months, the tumor on the left side was removed. Renal function in the post-operative period was preserved, and contrast medium progression was uniform and adequate in both kidneys. CONCLUSION: We conclude that an angiomyolipoma larger than 4 cm should be removed surgically, since they have a greater growth rate and pose a risk of hemorrhage. Resection of smaller tumors is safe and has decreased morbidity. Tumoral enucleation is an effective treatment method that preserves kidney function.;"Angiomyolipoma; Tuberous sclerosis; Hepatic lipoma; Nephron-sparing surgery; Therapeutic; Angiomiolipoma; Esclerose tuberosa; Lipoma hepático; Enucleação tumoral; Terapêutica";10.1590/S0041-87812003000200008;5;5;27
"Magaly Gemio Teixeira; Marcos Vinicius Perini; Carlos Frederico S. Marques; Angelita Habr-Gama; Desidério Kiss; Joaquim J. Gama-Rodrigues";Teixeira;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Blue rubber bleb nevus syndrome: case report;2003;Revista do Hospital das Clínicas;58;2;109;112;The case of a patient with blue rubber bleb nevus syndrome who is infected by acquired immunodeficiency syndrome virus due to multiple blood transfusions is presented. This case shows that although it is a rare systemic disorder, blue rubber bleb nevus syndrome has to be considered in the differential diagnosis of chronic anemia or gastrointestinal bleeding. Patients should be investigated by endoscopy, which is the most reliable method for detecting these lesions. The patient underwent gastroscopy and enteroscopy via enterotomy with identification of all lesions. Minimal resection of the larger lesions and string-purse suture of the smaller ones involving all the layers of the intestine were performed. The string-purse suture of the lesions detected by enteroscopy proved to be an effective technique for handling these lesions, avoiding extensive intestinal resection and stopping the bleeding. Effective management of these patients demands aggressive treatment and should be initiated as soon as possible to avoid risks involved in blood transfusions, as occurred in this case.;"Blue rubber bleb nevus syndrome; Hemorrhage; Surgery; Síndrome do blue rubber bleb nevus; Hemorragia; Cirurgia";10.1590/S0041-87812003000200009;6;3;13
"Telma M. Santos-Machado; Cláudia R. Mendes Oliveira; Alberto T. Croci; Ângelo Fernandes; Márcia Datz Abadi; André Mathias Baptista; Olavo Pires de Camargo";Santos-Machado;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Parosteal osteosarcoma with myocardial metastasis 13 years after follow-up;2003;Revista do Hospital das Clínicas;58;2;113;118;PURPOSE: To report the case of a woman with a diagnosis of grade II (low grade) parosteal osteosarcoma with the occurrence of myocardial metastasis 13 years after resection, and to present a review of the existing literature on the subject. METHODS: Description of the case and review of the literature. CONCLUSION: The review leads to the conclusion that the occurrence of metastasis from parosteal osteosarcoma can occur in up to 38% of the cases, in spite of its relatively low aggressiveness. However, myocardial metastasis of a parosteal osteosarcoma is an event that was not found in the literature.;"Parosteal; Osteosarcoma; Heart; Myocardial; Metastasis; Osteossarcoma; Parostal; Metástases; Coração";10.1590/S0041-87812003000200010;7;5;32
"Sandra Cristina Pillon; Margarita Antonia Villar Luis; Ronaldo Laranjeira";Pillon;",University of São Paulo School of Nursing Department os Psychiatric Nursing; ,Federal University of São Paulo  ";"Ribeirão Preto SP;  ";;Nurses' training on dealing with alcohol and drug abuse: a question of necessity;2003;Revista do Hospital das Clínicas;58;2;119;124;The purpose of this article is to present a brief review on the need for changes in nurses' undergraduate education concerning alcohol and drugs. Specialized literature makes it clear that nurses have difficulties giving care to psychoactive substance users as part of their functions in the various health care sites. This may be associated with a deficiency in formal education. In the face of the social importance concerning these related questions in the scope of research, care, and education, we made an attempt at deepening the study on this theme, which could contribute to changes in practice, care, and undergraduate nursing education.;"Education; Nurses; Alcohol; Drugs; Educação; Enfermeiros; Álcool; Drogas";10.1590/S0041-87812003000200011;3;5;23
"Renata Suman Mascaretti; Mário Cícero Falcão; Andrea M. Silva; Flávio Adolfo Costa Vaz; Cléa Rodrigues Leone";Mascaretti;,University of São Paulo Faculty of Medicine Hospital das Clínicas;São Paulo SP;Brazil;Characterization of newborns with nonimmune hydrops fetalis admitted to a neonatal intensive care unit;2003;Revista do Hospital das Clínicas;58;3;125;132;"PURPOSE: To determine the incidence and characteristics of nonimmune hydrops fetalis in the newborn population. METHOD: A retrospective study of the period between 1996 and 2000, including all newborns with a prenatal or early neonatal diagnosis of nonimmune hydrops fetalis, based on clinical history, physical examination, and laboratory evaluation. The following were analyzed: prenatal follow-up, delivery type, gender, birth weight, gestational age, presence of perinatal asphyxia, nutritional classification, etiopathic diagnosis, length of hospital stay, mortality, and age at death. RESULTS: A total of 47 newborns with hydrops fetalis (0.42% of live births), 18 (38.3%) with the immune form and 29 (61.7%) with the nonimmune form, were selected for study. The incidence of nonimmune hydrops fetalis was 1 per 414 neonates. Data was obtained from 21 newborns, with the following characteristics: 19 (90.5%) were suspected from prenatal diagnosis, 18 (85.7%) were born by cesarean delivery, 15 (71.4%) were female, and 10 (47.6%) were asphyxiated. The average weight was 2665.9 g, and the average gestational age was 35 3/7 weeks; 14 (66.6%) were preterm; 18 (85.0 %) appropriate delivery time; and 3 (14.3%) were large for gestational age. The etiopathic diagnosis was determined for 62%, which included cardiovascular (19.0%), infectious (9.5%), placental (4.8%), hematologic (4.7%), genitourinary (4.8%), and tumoral causes (4.8%), and there was a combination of causes in 9.5%. The etiology was classified as idiopathic in 38%. The length of hospital stay was 26.6 &plusmn; 23.6 days, and the mortality rate was 52.4%. CONCLUSIONS: The establishment of a suitable etiopathic diagnosis associated with prenatal detection of nonimmune hydrops fetalis can be an important step in reducing the neonatal mortality rate from this condition.";"Hydrops fetalis; Nonimmune hydrops fetalis; Newborn infant; Anasarca; Hydropic; Hidropisia fetal; Hidropisia fetal não imune; Recém-nascido; Anasarca; Hidrópico";10.1590/S0041-87812003000300001;5;7;27
"Sergio Eduardo Alonso Araujo; Afonso Henrique da Silva e Sousa Jr; Fábio Guilherme Caserta Marysael de Campos; Angelita Habr-Gama; Rodrigo Blanco Dumarco; Pedro Paulo de Paris Caravatto; Sergio Carlos Nahas; José Hyppólito da Silva; Desidério Roberto Kiss; Joaquim José Gama-Rodrigues";Araujo;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Conventional approach x laparoscopic abdominoperineal resection for rectal cancer treatment after neoadjuvant chemoradiation: results of a prospective randomized trial;2003;Revista do Hospital das Clínicas;58;3;133;140;OBJECTIVE: The aims of this study were to evaluate the safety and efficacy of laparoscopic abdominoperineal resection compared to conventional approach for surgical treatment of patients with distal rectal cancer presenting with incomplete response after chemoradiation. METHOD: Twenty eight patients with distal rectal adenocarcinoma were randomized to undergo surgical treatment by laparoscopic abdominoperineal resection or conventional approach and evaluated prospectively. Thirteen underwent laparoscopic abdominoperineal resection and 15 conventional approach. RESULTS: There was no significant difference (p<0,05) between the two studied groups regarding: gender, age, body mass index, patients with previous abdominal surgeries, intra and post operative complications, need for blood transfusion, hospital stay after surgery, length of resected segment and pathological staging. Mean operation time was 228 minutes for the laparoscopic abdominoperineal resection versus 284 minutes for the conventional approach (p=0.04). Mean anesthesia duration was shorter (p=0.03) for laparoscopic abdominoperineal resection when compared to conventional approach : 304 and 362 minutes, respectively. There was no need for conversion to open approach in this series. After a mean follow-up of 47.2 months and with the exclusion of two patients in the conventional abdominoperineal resection who presented with unsuspected synchronic metastasis during surgery, local recurrence was observed in two patients in the conventional group and in none in the laparoscopic group. CONCLUSIONS: We conclude that laparoscopic abdominoperineal resection is feasible, similar to conventional approach concerning surgery duration, intra operative morbidity, blood requirements and post operative morbidity. Larger number of cases and an extended follow-up are required to adequate evaluation of oncological results for patients undergoing laparoscopic abdominoperineal resection after chemoradiation for radical treatment of distal rectal cancer.;"Rectal cancer; Rectum; Laparoscopic resection; Abdominoperineal amputation; Câncer do reto; Ressecção; Laparoscopia; Amputação abdominoperineal";10.1590/S0041-87812003000300002;10;7;31
"Fabricio Ferreira Coelho; Rafael Ferreira Coelho; Paulo Celso Bosco Massarollo; Sérgio Mies";Coelho;,University of São Paulo Faculty of Medicine Department of Surgery;São Paulo SP;Brazil;Use of tacrolimus in rescue therapy of acute and chronic rejection in liver transplantation;2003;Revista do Hospital das Clínicas;58;3;141;146;"PURPOSE: To study the indications and results of tacrolimus as rescue therapy for acute cellular or chronic rejection in liver transplantation. PATIENTS AND METHODS: Eighteen liver transplant recipients who underwent rescue therapy with tacrolimus between March 1995 and August 1999 were retrospectively studied. The treatment indication, patients, and graft situation were recorded as of October 31st, 1999. The response to tacrolimus was defined as patient survival with a functional graft and histological reversal of acute cellular, or for chronic rejection, bilirubin serum levels decreasing to up to twice the upper normal limit. RESULTS: Fourteen cases (77.8%) presented a good response. The response rate for the different indications was: (1) acute cellular + sepsis - 0/1 case; (2) recurrent acute cellular - 1/1 case; (3) OKT3-resistant acute cellular - 2/2 cases; (4) steroid-resistant acute cellular + active viral infection - 3/3 cases; (5) chronic rejection - 8/11 cases (72.7% response rate). The 4 patients who did not respond died. CONCLUSION: Tacrolimus rescue therapy was successful in most cases of acute cellular and chronic rejection in liver transplantation.";"Liver transplantation; Adverse effects; Immunosuppression; Tacrolimus; Therapeutic use; Transplante de fígado; Efeitos adversos; Imunossupressão; Tacrolimus; Uso terapêutico";10.1590/S0041-87812003000300003;4;5;18
"Paulo Borini; Romeu Cardoso Guimarães; Sabrina Bicalho Borini";Borini;,Faculty of Medicine of Marília  ;Marília São Paulo;Brazil;Histopathologic and biochemical liver test abnormalities in chronic asymptomatic or oligosymptomatic alcoholics: a review;2003;Revista do Hospital das Clínicas;58;3;147;156;"PURPOSE: To review the medical literature regarding the histopathologic and biochemical liver test abnormalities in chronic asymptomatic or oligosymptomatic alcoholics. METHODS: Review of articles in the MEDLINE and LILACS databases regarding serum levels and prevalence of alterations in aspartate-aminotransferase, alanine-aminotransferase, alkaline phosphatase, and total bilirubin, in relation to liver histopathology, with or without discrimination of types of histopathologic alteration. RESULTS: Global mean prevalence rates of aspartate-aminotransferase and alanine-aminotransferase alterations were 86.3% and 51.1%; in cases with steatosis they were 79.1% and 38.5%; and in cases of hepatitis, 90.1% and 58%. In all studies, prevalence rates of aspartate-aminotransferase alterations were significantly higher with lower variability than those of alanine-aminotransferase. Mean aspartate-aminotransferase levels were higher than 2N (N is the upper normal limit of the method employed) in all cases with hepatitis histopathology, while those of alanine-aminotransferase were 1.48N, in the same cases. Prevalence of alkaline phosphatase and total bilirubin abnormalities were 74.5% and 74.9% globally; in cases of steatosis, they were 70.9% and 67.9%; and in cases of hepatitis, 75.9% and 77.7%. Mean alkaline phosphatase levels were above the upper normal limit in all cases, but those of total bilirubin were above normal in 4 of 7 hepatitis studies. CONCLUSIONS: Prevalence of aspartate-aminotransferase alteration was consistently related to presence of histopathologic abnormalities; an enzyme level higher than 2N suggests the diagnosis of alcoholic hepatitis.";"Chronic alcoholism; Asymptomatic or oligosymptomatic alcoholics; Liver tests; Liver enzymes and bilirubin; Histopathology; Alcoolismo crônico; Alcoolistas assintomáticos ou oligossintomáticos; Testes hepáticos; Enzimas hepáticas e bilirrubina; Histopatologia";10.1590/S0041-87812003000300004;3;9;62
"Lúcia Maria de Arruda Campos; Maria Helena B. Kiss; Élbio A. D'Amico; Clóvis Artur Almeida Silva";Campos;,University of São Paulo Faculty of Medicine Hospital das Clínicas;São Paulo SP;Brazil;Antiphospholipid antibodies in 57 children and adolescents with systemic lupus erythematosus;2003;Revista do Hospital das Clínicas;58;3;157;162;OBJECTIVE: To investigate the frequencies and behavior of antiphospholipid antibodies in 57 children and adolescents with systemic lupus erythematosus. METHODS: Anticardiolipin antibodies were investigated by ELISA and lupus anticoagulant antibodies by the international tests recommended. The antiphospholipid antibodies analyses were performed in frozen samples (mean of 5.3 samples per patient obtained during a mean follow-up period of 3 years and 7 months) and on blood samples collected between January 1997 and November 1998 (mean of 2.5 samples per patient during a 2-year follow-up period). RESULTS: The frequencies of antiphospholipid antibodies (anticardiolipin and lupus anticoagulant) were similar in the samples collected prospectively and in the frozen samples (retrospective study): 63.2% and 75.4% respectively. Positivity for these antibodies fluctuated during the follow-up period and was not associated with any clinical or laboratory parameters of lupus erythematosus, including autoantibodies and also including disease activity and/or severity scores. CONCLUSIONS: The frequencies of antiphospholipid antibodies in children and adolescents with lupus erythematosus were similar to those observed in adults. The positivity fluctuated during the follow-up and was not correlated with clinical and/or laboratory disease parameters.;"Antiphospholipid antibodies; Children; Systemic lupus erythematosus; Anticorpos antifosfolípides; Crianças; Lúpus eritematoso sistêmico";10.1590/S0041-87812003000300005;4;5;15
"Luiz Boro Puig; Carlos Manuel de Almeida Brandão; Lauro Kawabe; Geraldo Verginelli; José Antonio Francchini Ramires; Sérgio Almeida de Oliveira";Puig;,University of São Paulo Faculty of Medicine Hospital das Clínicas; ;;Dura mater mitral and tricuspid bioprostheses: 30 years of follow-up;2003;Revista do Hospital das Clínicas;58;3;163;168;"PURPOSE: The dura mater bioprosthesis was developed in the Department of Cardiopneumology of the Hospital das Clínicas of the University of São Paulo Medical School in 1971. Here, we present the clinical results of the dura mater bioprosthesis over 30 years of follow-up. METHODS: We studied 70 consecutive patients who underwent mitral or tricuspid valve replacement with a dura mater bioprosthesis between January 1971 and August 1972. RESULTS: The early mortality was 10% (7 patients). The follow-up was 87% complete (9 patients were lost to follow-up). Two patients were alive and asymptomatic 30 years after valve replacement; 33 patients underwent reoperations due to valve dysfunction, and 19 died during the follow-up period. At 30 years, the actuarial survival was 49.2 &plusmn; 8.6%; freedom from rupture, 27.0 &plusmn; 10.2%; freedom from calcification, 78.8 &plusmn; 8.6%; and freedom from reoperation, 18.8 &plusmn; 7.5%. CONCLUSIONS: The dura mater bioprosthesis played an important role in the treatment of patients with mitral and tricuspid valve disease. The low rate of thromboembolism and the long period of follow-up without evidence of valve dysfunction, which occurred for several of our patients, are important characteristics of these bioprosthesis.";"Dura mater; Bioprosthesis; Glycerol; Valve disease; Valve surgery; Dura-mater; Bioprótese valvar mitral e tricúspide; Glicerina; Cirurgia valvar";10.1590/S0041-87812003000300006;6;5;19
"Tizuko Miyagui; Luciana Luchemback; Graça Helena Maia do Canto Teixeira; Kátia Martins Lopes de Azevedo";Miyagui;,Fluminense Federal University Faculty of Medicine Antonio Pedro University Hospital;Rio de Janeiro RJ;Brazil;Meningeal carcinomatosis as the initial manifestation of a gallbladder adenocarcinoma associated with a Krukenberg tumor;2003;Revista do Hospital das Clínicas;58;3;169;172;A case of malignant neoplasm is described in which the initial manifestations were mental dysfunction and meningeal irritation, mimicking chronic or subacute meningitis. Physical examination showed cranial nerve involvement and a pelvic tumor. There was progressive deterioration, and death occurred in 2 weeks. The autopsy revealed a gallbladder adenocarcinoma, meningeal carcinomatosis, and ovarian metastasis presenting as a Krukenberg tumor. The authors emphasize the importance of including meningeal carcinomatosis as a possibility in the differential diagnosis of non-characteristic clinical pictures, as well as the importance of the cerebrospinal fluid cytologic examination, repeated as needed, in order to confirm this diagnosis.;"Ovarian neoplasms; Gallbladder cancer; Carcinomatosis; Metastasis; Meningitis; Neoplasia ovariana; Câncer de vesícula biliar; Carcinomatose; Metástase; Meningite";10.1590/S0041-87812003000300007;4;3;12
"Fábio Firmbach Pasqualotto; Cristhiany Victor Locambo; Kelly Silveira Athayde; Sami Arap";Pasqualotto;,University of São Paulo Faculty of Medicine Hospital das Clínicas;São Paulo SP;Brazil;Measuring male infertility: epidemiological aspects;2003;Revista do Hospital das Clínicas;58;3;173;178;Evidence suggests that human semen quality may have been deteriorating in recent years. Most of the evidence is retrospective, based on analysis of data sets collected for other purposes. Measures of male infertility are needed if we want to monitor the biological capacity for males to reproduce over time or between different populations. We also need these measures in analytical epidemiology if we want to identify risk indicators, risk factors, or even causes of an impaired male fecundity-that is, the male component in the biological ability to reproduce. The most direct evaluation of fecundity is to measure the time it takes to conceive. Since the time of conception may be missed in the case of an early abortion, time to get pregnant is often measured as the time it takes to obtain a conception that survives until a clinically recognized pregnancy or even a pregnancy that ends with a live born child occurs. A prolonged time required to produce pregnancy may therefore be due to a failure to conceive or a failure to maintain a pregnancy until clinical recognition. Studies that focus on quantitative changes in fecundity (that does not cause sterility) should in principle be possible in a pregnancy sample. The most important limitation in fertility studies is that the design requires equal persistency in trying to become pregnant and rather similar fertility desires and family planning methods in the groups to be compared. This design is probably achievable in exposure studies that make comparisons with reasonable comparable groups concerning social conditions and use of contraceptive methods.;"Infertility; Epidemiology; Semen; Sperm count; Testicle; Infertilidade; Epidemiologia; Sêmen; Concentração espermática; Testículo";10.1590/S0041-87812003000300008;4;5;37
"Hoel Sette Jr.; Telesforo Bacchella; Marcel Cerqueira César Machado";Sette Jr.;,University of São Paulo Faculty of Medicine Department of Surgery;São Paulo SP;Brazil;Critical analysis of the allocation policy for liver transplantation in Brazil;2003;Revista do Hospital das Clínicas;58;3;179;184;"Liver transplantation is now the standard treatment for end-stage liver disease. Given the shortage of liver donors and the progressively higher number of patients waiting for transplantation, improvements in patient selection and optimization of timing for transplantation are needed. Several solutions have been suggested, including increasing the donor pool; a fair policy for allocation, not permitting variables such as age, gender, and race, or third-party payer status to play any role; and knowledge of the natural history of each liver disease for which transplantation is offered. To observe ethical rules and distributive justice (guarantee to every citizen the same opportunity to get an organ), the ""sickest first"" policy must be used. Studies have demonstrated that death has no relationship with waiting time, but rather with the severity of liver disease at the time of inclusion. Thus, waiting time is no longer part of the United Network for Organ Sharing distribution criteria. Waiting time only differentiates between equally severely diseased patients. The authors have analyzed the waiting list mortality and 1-year survival for patients of the State of São Paulo, from July 1997 through January 2001. Only the chronological criterion was used. According to ""Secretaria de Estado da Saúde de São Paulo"" data, among all waiting list deaths, 82.2% occurred within the first year, and 37.6% within the first 3 months following inclusion. The allocation of livers based on waiting time is neither fair nor ethical, impairs distributive justice and human rights, and does not occur in any other part of the world.";"Liver transplant; Allocation criteria; Survival prognostic models; Transplante hepático; Critérios de alocação; Modelos prognósticos de sobrevida";10.1590/S0041-87812003000300009;3;5;37
